key,dev_en
monster_Pixelion_descriptionKey,"Error 415: Unsupported media type. A pixelated hero from another dimension has been sucked into Monster Legends’ current by mistake. Suggested Solution: Welcome him to your island, he will fight all villains with honor."
monster_SquamataJr_descriptionKey,"""We go in, we kill."" This is Squamata Jr.'s motto, killing is all he knows. But what did you expect from someone who lives alone in the desert and feeds on gasoline? A good conversation?"
monster_Mecharasu_descriptionKey,This ninja has come from the apocalypse to stop humanity from following its course to a future of chaos and destruction. Mecharasu will fight for justice and a better integration of technology in nature.
monster_DrHazard_descriptionKey,"Monster Master, we need your help. The evil Dr. Hazard is planning to destroy our beautiful islands and kill all the monsters by poisoning them. Only you can defeat and tame him."
monster_CyanNathura_descriptionKey,"Cyan Nathura is the heroine that this green world needs, because the only thing scarier than evil contaminating industries is a woman with a bad temper. If they try to dump hazardous waste, she will shove it down their throats."
monster_MMOnster_descriptionKey,"This dark warrior of the internet shows his battles to the world for a living. The more people watch his conquests, the stronger he becomes. He has but one weakness: If you give him an “unlike” it will be like a fatal blow for him."
monster_Sludger_descriptionKey,"When you start to contaminate the environment, weird and bad things can happen. Sludger is one of those things!"
monster_Killeraptor_descriptionKey,A dinosaur equipped with technology is a cool thing to own. Danger comes when you give it its own intelligence. Killeraptor has revolted against its creators. Beware.
monster_SkeelTrooper_descriptionKey,"One of the thousands of troopers in the invading army. He is young, impulsive, and doesn't want to be just another face in the crowd. To avoid this, he likes to draw attention to himself by being more brutal than the rest."
monster_Reptie_descriptionKey,"Make sure your dad's closet is shut properly every night. Little is known about Repties, but this doesn't mean they're uncommon. It just means that none of their victims survive to tell the world how dangerous they are."
monster_Volray_descriptionKey,"Volray has been isolated for many years, given that, ever since he was born, he involuntarily killed all the fish around him every time he sneezed. Now he has controlled his powers but he’s still deadly!"
monster_MasterSkeel_descriptionKey,"The admiral of the Skeel army. While the troopers and Exo Skeel are the muscle, Master Skeel is... well, the master. What he lacks in physical strength he makes up for in intelligence, strategy skills and malice."
monster_ExoSkeel_descriptionKey,"This armored alien unit is the jewel in the crown of the Skeel army, and is pure space avant-garde. Its core, made of compressed meteorites, is a nucleus of brutal power."
monster_Crushmore_descriptionKey,"After Monster War I, the faces of the victors were carved into a mount that became a famous monument visited by thousands of tourists. One day, tired of having its photos taken, the mount came alive and started crushing tourists. That was the birth of Crushmore."
monster_GeneralIngvar_descriptionKey,"The general of the Light troops. He guides his monster teams with wisdom, but he also has a strong hand. It is said that when General Ingvar shines his blinding light on his enemies, they never recover completely."
monster_Noctum_descriptionKey,"Noctum lives in Darkness, a horrible dimension outside this world. This entity has come to Monster Legends through a Dark Vortex and will try to take everyone back to Darkness with it."
monster_GeneralAtum_descriptionKey,"The General of the Earth Forces. General Atum is strong, confident and quite rough... Not what you'd call delicate."
monster_GeneralThetys_descriptionKey,"The General of the Water troops doesn't mess around. It's hard to say if she's respected or just plain feared. When she summons the Water creatures for war, they all come without questioning her."
monster_Oghma_descriptionKey,You have every right to be amazed at the sight of Oghma. We were wowed ourselves when he landed in Monster Legends. He's a godlike Light warrior capable of leading his team to victory single-handedly.
monster_Barbatos_descriptionKey,"Barbatos is the monsterification of wickedness. He rules thirty legions of demons, but being in the front line of battle is what he enjoys most. He’s even willing to hurt himself in order to harm others."
monster_Seraphim_descriptionKey,He’s gone from heaven to hell and back more times than anyone can remember. He fits in with neither angels nor demons so his soul is condemned to a lonely existence.
monster_Ledovech_descriptionKey,Ledovechs are epic creatures from the Mountains of the North. They're strong and as tough as frozen rocks. One Ledovech is enough to land an entire monster team in serious trouble.
monster_Rhinoram_descriptionKey,"Rhinoram is not what you would call a friendly creature. We interviewed him for this review and not only was it unbearably hot to be close to him, but even worse, he only grunted in answer to all our questions. How rude!"
monster_Firesque_descriptionKey,The legend tells us that there was a big troll who swallowed the sun. No one ever believed this legend until we met Firesque and realized he was that troll.
monster_Evaranae_descriptionKey,"Quite the spider fatale. Beauty is not the only deadly thing about Evaranae. Her venom will literally kill you before you can do anything about it, so try not to be distracted by those intense green eyes."
monster_Akhenotep_descriptionKey,"This evil king ruled Ancient Egypt for 40 years. When he died, historians nicknamed him ""The Enemy"" and ""The Criminal"". Now he's back from the dead to avenge his name."
monster_Horus_descriptionKey,"They call Horus ""The Distant One"" because he can fly away and disappear for whole decades; but in times of trouble, he can sense the despair of his fellow citizens’ from afar and he comes to help them."
monster_GoldRa_descriptionKey,This golden beetle enjoys a sacred status in Monster Legends. It is said that Gold Ra brings good luck to your battles.
monster_Timerion_descriptionKey,"Timerion is one of the first artifacts in History. It appeared mysteriously for the first time in Monster War II and to this day, no one understands where its strange time-bending skills came from. "
monster_Basthet_descriptionKey,"If you bring Basthet to your island, she will become a major protector of your monsters. She is fair and joyful but she will go to all lengths to defend her teammates."
monster_LaCroc_descriptionKey,"Like most tennis players, LaCroc is quite posh. His towels are made of top quality Egyptian cotton and he only swims in mineral water. He’s so spoiled that you’ll probably have a hard time mastering him."
